512,8,2,140.756
512,8,4,214.9
512,8,8,223.337
512,16,1,124.498
512,16,2,206.66
512,16,4,193.573
512,16,8,38.4818
512,16,16,242.654
512,32,1,120.258
512,32,2,122.635
512,32,4,113.463
512,32,8,122.708
512,32,16,123.896
512,32,32,43.6023
512,64,1,90.3795
512,64,2,126.733
512,64,4,110.943
512,64,8,114.605
512,64,16,40.6995
512,128,1,58.248
512,128,2,90.7801
512,128,4,100.639
512,128,8,99.6109
512,256,1,27.5825
512,256,2,27.2812
512,256,4,28.6273
512,512,1,7.41931
512,512,2,7.48538
1024,2,1,26.3307
1024,2,2,36.9959
1024,4,1,59.9188
1024,4,2,96.015
1024,4,4,130.842
1024,8,1,114.381
1024,8,2,186.819
1024,8,4,275.084
1024,8,8,169.012
1024,16,1,142.569
1024,16,2,222.367
1024,16,4,272.34
1024,16,8,157.029
1024,16,16,326.765
1024,32,1,78.0934
1024,32,2,106.597
1024,32,4,127.641
1024,32,8,134.538
1024,32,16,155.122
1024,32,32,123.858
1024,64,1,144.991
1024,64,2,144.302
1024,64,4,141.217
1024,64,8,135.517
1024,64,16,141.485
1024,128,1,126.949
1024,128,2,144.684
1024,128,4,146.968
1024,128,8,109.489
1024,256,1,79.2953
1024,256,2,109.651
1024,256,4,113.604
1024,512,1,29.5388
1024,512,2,29.7113
1024,1024,1,7.44037
2048,2,1,26.5586
2048,2,2,37.8668
2048,4,1,61.6682
2048,4,2,99.2729
2048,4,4,135.36
2048,8,1,121.34
2048,8,2,198.486
2048,8,4,289.854
2048,8,8,354.172
2048,16,1,158.698
2048,16,2,274.945
2048,16,4,336.877
2048,16,8,350.16
2048,16,16,351.058
2048,32,1,131.025
2048,32,2,155.306
2048,32,4,166.767
2048,32,8,168.153
2048,32,16,169.256
2048,32,32,132.998
2048,64,1,44.8165
2048,64,2,74.2046
2048,64,4,160.321
2048,64,8,162.33
2048,64,16,155.284
2048,128,1,43.2147
2048,128,2,73.1086
2048,128,4,150.803
2048,128,8,154.028
2048,256,1,151.06
2048,256,2,154.449
2048,256,4,117.234
2048,512,1,115.625
2048,512,2,119.552
2048,1024,1,30.0955
4096,2,1,26.695
4096,2,2,38.1143
4096,4,1,61.6137
4096,4,2,99.3158
4096,4,4,124.438
4096,8,1,119.857
4096,8,2,198.793
4096,8,4,274.427
4096,8,8,345.144
4096,16,1,165.581
4096,16,2,282.27
4096,16,4,332.754
4096,16,8,356.998
4096,16,16,339.222
4096,32,1,120.403
4096,32,2,135.892
4096,32,4,166.107
4096,32,8,167.135
4096,32,16,164.29
4096,32,32,130.864
4096,64,1,36.3782
4096,64,2,59.3395
4096,64,4,164.228
4096,64,8,165.727
4096,64,16,154.888
4096,128,1,34.9273
4096,128,2,62.2244
4096,128,4,163.84
4096,128,8,164.935
4096,256,1,33.0356
4096,256,2,49.5423
4096,256,4,150.112
4096,512,1,46.7042
4096,512,2,54.9605
4096,1024,1,120.755
